Marca temporal,Cuál es tu nivel de estudios,Qué ingeniería estudias/estudiaste,En qué universidad cursas/cursaste tu carrera de grado,Género,Trabajás en el rubro de la ingeniería que estudias/estudiaste,Tenés más de un trabajo,Cuál es tu situación particular de contratación,Es tu primer trabajo en el rubro,Tu empleador te paga el monotributo,Tu empleador respeta alguno de los siguientes derechos laborales,Cuántas horas trabajás por semana aproximadamente,Cuántos años de experiencia tenés en el rol (o en el rubro pero que sumen para tu rol),Tenés otras personas a cargo,Hacés home office,"Te dan alguno de estos ""beneficios""",Estás enmarcado/a en algún convenio,Te parece que la remuneración que recibís por tu trabajo es acorde a las horas que trabajás y las tareas que realizás,Cómo definís cuánto cobrás tus trabajos,Si podés definirlo: en promedio cuál es tu honorario por hora,Si querés dejanos algún comentario,Edad,¿tenés otros estudios relacionados con tu carrera,Ubicación de tu trabajo,Empleador,Remuneración mensual,Sector,Rol o área
2024-10-24 21:35:34.173,Estudiante cursada finalizada (sólo adeudo finales),Mecánica,UTN,Hombre,Empleado,Sí,Relación de dependencia registrada,Sí,,,40.0,6 a 10 años de experiencia,No,No,"Viáticos, Capacitaciones, Flexibilidad horaria",UF,No,,,,33.0,,,Estado,1450000.0,Diseño/Proyecto,Personal especializado
2024-10-24 21:41:23.475,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Eléctrica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales, 1,5 sueldos de bono. Combi para llegar al lugar de trabajo.",No,Sí,,,En el tipo de industria se podría agregar el rubro: Oil&Gas directamente. Yo trabajo en AESA podrían buscarla para tomar referencia de que tipo de industria es.,35.0,Tecnicatura,,Empresa Nacional Grande,2500000.0,Rubro de Oil & Gas. Llave en mano de EPC. Prestadora de servicios de Ingeniería y servicios petroleros (no es una petrolera),Especialista electricidad (Depto de Ingeniería)
2024-10-24 21:55:41.180,Graduado/a,Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,6 a 10 años de experiencia,No,1 o 2 días por semana,"Notebook, Celular, Flexibilidad horaria",No,No,,,Creo que no es valorado monetariamente el estudio y responsabilidad que conlleva la carrera profesional. ,37.0,Cursos/Capacitaciones,,Estado,800000.0,Inspección de mantenimiento de escuelas,Inspección de obra
2024-10-24 21:56:05.302,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,No,Monotributista,No,Si,"Vacaciones pagas, Días de estudio pagos, Días por enfermedad pagos",35.0,1 o 2 años de experiencia,De 4 a 10,No,"Viáticos, Flexibilidad horaria",No,No,,,,26.0,Tecnicatura,,Constructora Nacional PyME,900000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,"Sobrestante, Jefe/a de obra o de sector"
2024-10-24 21:57:30.657,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Mujer,Empleado,No,Monotributista,Sí,"No. Lo pago yo, lo descuento de mi sueldo.","Días de estudio pagos, Días por enfermedad pagos",20.0,1 o 2 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Comedor/vianda/plus por comida, Indumentaria, Flexibilidad horaria",No,Sí,,,,24.0,,,Cooperativa,440000.0,"Desarrollos inmobiliarios: vivienda privada u oficinas, Proyectos sociales: vivienda social, urbanización","Proyectista de instalaciones sanitarias o de gas, Asistente técnico de documentación o proyectos, Pasante de ingeniería"
2024-10-24 22:00:42.879,Graduado/a,Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,45.0,6 a 10 años de experiencia,No,1 o 2 días por semana,"Notebook, Celular, Indumentaria, Flexibilidad horaria",No,Sí,,,,36.0,Cursos/Capacitaciones,,Estado,1500000.0,Infraestructura vial o ferroviaria,"Proyectista estructural/Calculista, Inspección de obra, Asistente técnico de documentación o proyectos"
2024-10-24 22:03:32.391,Graduado/a posgrado finalizado,En Industrias agrsrias y alimentarias,Unse,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,Más de 10 años de experiencia,De 1 a 3,1 o 2 días por semana,No,No,No,,,,53.0,Cursos/Capacitaciones,,Estado,1500000.0,No correspond4e,Docente
2024-10-24 22:15:01.214,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,No,No,"Día libre de cumpleaños, Comedor/vianda/plus por comida, Capacitaciones, Indumentaria",UECARA,Sí,,,,34.0,Cursos/Capacitaciones,,Constructora Extranjera,2200000.0,"Desarrollos inmobiliarios: vivienda privada u oficinas, Proyectos sociales: vivienda social, urbanización",Proyectista estructural/Calculista
2024-10-24 22:15:19.059,Graduado/a,Alimentos,UNLu,Mujer,Empleado,Sí,Relación de dependencia registrada,No,,,43.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales",No,No,,,,29.0,Cursos/Capacitaciones,,Empresa Nacional Grande,980000.0,Alimenticia,Producción
2024-10-24 22:22:03.467,Estudiante cursada finalizada (sólo adeudo finales),Eléctrica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,20.0,No tengo experiencia o tengo menos de un año de experiencia,No,3 o 4 días por semana,"Notebook, Viáticos, Capacitaciones, Flexibilidad horaria",No,Sí,,,Holis,24.0,,,Empresa Nacional PyME,480000.0,Petrolera,Pasante
2024-10-24 22:31:30.726,Graduado/a,Mecánica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,12.0,1 o 2 años de experiencia,No,No,"Notebook, Celular, Bonos por objetivos, Comedor/vianda/plus por comida, Viáticos, Capacitaciones, Indumentaria, Vacaciones adicionales, Flexibilidad horaria, Trabajo por proyecto. Si hay proyecto hago 12 horas diarias 6x1 y sino home office ",No,Sí,,,,29.0,"Tecnicatura, Cursos/Capacitaciones",,Empresa Multinacional,2800000.0,Mantenimiento,Personal especializado
2024-10-24 22:32:17.289,Estudiante cursada finalizada (sólo adeudo finales),Química,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,45.0,6 a 10 años de experiencia,De 4 a 10,No,"Celular, Día libre de cumpleaños",Comercio,No,,,Por lo general en la industria cosmética los sueldos suelen ser mas bajos (sobre todo bajo convenio de perfumistas),30.0,Cursos/Capacitaciones,,Empresa Nacional PyME,1011000.0,Cosmética,Calidad
2024-10-24 22:41:36.111,Graduado/a,Química,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,45.0,3 a 5 años de experiencia,Más de 10,No,Comedor/vianda/plus por comida,No,No,,,,27.0,,,Empresa Multinacional,1800000.0,Espuma de poliuretano,Ingenierx de procesos
2024-10-24 22:48:20.302,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Mecánica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,De 1 a 3,No,"Celular, Comedor/vianda/plus por comida",No,No,,,,34.0,Cursos/Capacitaciones,,Estado,1300000.0,"Mantenimiento, Proyectos ",Personal especializado
2024-10-24 23:05:27.916,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,No,1 o 2 días por semana,No,No,No,,,,33.0,,,Empresa Nacional PyME,850000.0,Metalúrgica,Ventas
2024-10-24 23:15:18.433,Estudiante cursada finalizada (sólo adeudo finales),Química,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,No,No,"Notebook, Viáticos, Capacitaciones, Indumentaria",No,No,,,"No es puntualmente un laburo de ingeniería pero se acerca bastante. Hago escalado de procesos, diseño de experimentos, calidad, habilitación de una planta para producción de IFA/API. También mucho laburo de mesada, más relacionado a bioquímica. Muy buena idea hacer esta encuesta. Nos sirve a todos.",30.0,Cursos/Capacitaciones,,Estado,900000.0,Farmaceutica,"Ingenierx de procesos, Analista de laboratorio"
2024-10-24 23:20:49.357,Graduado/a,Eléctrica,UTN,Hombre,Empleado,No,Monotributista,No,"No. Lo pago yo, lo descuento de mi sueldo.","Vacaciones pagas, Días de vacaciones según antigüedad, Aguinaldo, Días de franco ",40.0,1 o 2 años de experiencia,No,No,"Notebook, Comedor/vianda/plus por comida, Indumentaria",No,No,,,,34.0,,,Empresa Nacional PyME,1300000.0,Energía - transmisión,Proyectista
2024-10-24 23:29:31.882,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Mecánica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,45.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Viáticos, Capacitaciones, Indumentaria, Vacaciones adicionales",No,Sí,,,,28.0,,,Empresa Multinacional,2100000.0,Control de produccion,Personal junior
2024-10-24 23:34:47.090,Graduado/a,Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,45.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"No, Notebook, Día libre de cumpleaños, Bonos por objetivos, Membresía sportclub al 80% de descuento",No,No,,,,24.0,,,Constructora Nacional Grande,1300000.0,"Infraestructura de servicios, Infraestructura vial o ferroviaria","Computista o presupuestista, Analista de economía de obra, Asistente técnico de documentación o proyectos, Planificación o gestión de proyectos"
2024-10-25 00:23:30.195,Estudiante cursada finalizada (sólo adeudo finales),Química,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,No tengo experiencia o tengo menos de un año de experiencia,No,No,"Capacitaciones, Flexibilidad horaria",No,No,,,,32.0,Cursos/Capacitaciones,,Empresa Nacional PyME,990000.0,Energética,Ingenierx de procesos
2024-10-25 01:24:28.651,Estudiante cursada finalizada (sólo adeudo finales),Eléctrica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,45.0,Más de 10 años de experiencia,No,3 o 4 días por semana,"Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales",No,No,,,,35.0,Tecnicatura,,Empresa Multinacional,1950000.0,Energía - transmisión,Ingeniero/a de obra
2024-10-25 07:13:29.669,Estudiante cursada finalizada (sólo adeudo finales),Eléctrica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,6 a 10 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Vacaciones adicionales, Flexibilidad horaria",No,No,,,,28.0,Tecnicatura,,Empresa Multinacional,1900000.0,Energía - distribución,Proyectista
2024-10-25 07:55:46.140,Graduado/a,Electrónica,UBA,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,Más de 10 años de experiencia,Más de 10,No,"Notebook, Capacitaciones, Vacaciones adicionales",Estatal,No,,,,38.0,Cursos/Capacitaciones,,Estado,1500000.0,Nuclear,
2024-10-25 08:18:47.782,Graduado/a,Eléctrica,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,6 a 10 años de experiencia,No,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Bonos por objetivos, Capacitaciones, Indumentaria, Vacaciones adicionales",No,No,,,,30.0,"Tecnicatura, Cursos/Capacitaciones",,Empresa Nacional Grande,1620000.0,Energía - transmisión,Ingeniero/a de obra
2024-10-25 08:32:06.268,Estudiante cursada finalizada (sólo adeudo finales),Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,55.0,Más de 10 años de experiencia,Más de 10,No,"Notebook, Celular, Día libre de cumpleaños, Flexibilidad horaria",No,Sí,,,,37.0,,,Loma Negra,1800000.0,Control de calidad,"Asistente técnico de documentación o proyectos, Planificación o gestión de proyectos"
2024-10-25 08:49:44.007,Estudiante cursada finalizada (sólo adeudo finales),Química,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Celular, Día libre de cumpleaños, Comedor/vianda/plus por comida, Capacitaciones, Indumentaria, Flexibilidad horaria",No,Sí,,,,27.0,,,Empresa Multinacional,1500000.0,"Química (fitosanitarios, pinturas, etc)",Asuntos Regulatorios
2024-10-25 09:02:08.829,Graduado/a posgrado en curso,Química,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,No,No,"Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",No,No,,,,33.0,Cursos/Capacitaciones,,Estado,1400000.0,Nuclear,Ingenierx de procesos
2024-10-25 10:45:39.448,Graduado/a,Eléctrica,UTN,Hombre,Empleado,No,Monotributista,No,"No. Lo pago yo, lo descuento de mi sueldo.","Vacaciones pagas, Días de vacaciones según antigüedad, Aguinaldo, Días de estudio pagos, Días por enfermedad pagos",40.0,3 a 5 años de experiencia,De 1 a 3,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Bonos por objetivos, Viáticos, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",No,No,,,"En el caso de los que cobran bonos, pueden pesar mucho, y aca al solo poner sueldo neto se pierde visibilidad de eso, si bien se pregunta si se recibe bono, se podría agregar a cuantos sueldos representa por ejemplo",25.0,Tecnicatura,,Empresa Extranjera,1900000.0,Construcción,Supervision de Ingenieria
2024-10-25 15:40:00.600,Graduado/a posgrado finalizado,Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,6 a 10 años de experiencia,De 1 a 3,"Sí, casi siempre o siempre","Bonos por objetivos, Viáticos, Indumentaria, Vacaciones adicionales, Flexibilidad horaria",No,Sí,,,"No vi dónde poner los adicionales por bonos por objetivo. No quise distorsionar la encuensta, porque eso no es salario, pero triplican mi sueldo. ",31.0,,,Consultora Nacional PyME,1200000.0,"Industria energética, Industrias en general, no energética, Minería",Proyectista de instalaciones sanitarias o de gas
2024-10-25 15:41:21.898,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,30.0,1 o 2 años de experiencia,No,3 o 4 días por semana,"Notebook, Celular, Día libre de cumpleaños, Comedor/vianda/plus por comida, Indumentaria, Flexibilidad horaria",No,No,,,,21.0,Cursos/Capacitaciones,,Empresa Multinacional,751541.0,Infraestructura tecnológica,Soporte IT
2024-10-25 16:10:34.257,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,50.0,No tengo experiencia o tengo menos de un año de experiencia,No,No,"Comedor/vianda/plus por comida, Capacitaciones, Indumentaria, Flexibilidad horaria",No,Sí,,,"Generalmente no trabajamos las 10 horas de corrido, ya que las cosas son realmente faciles de hacer. Me da bastante tiempo para estudiar en el trabajo.",21.0,Tecnicatura,,Empresa Nacional PyME,770000.0,Robots industriales,Desarrollador/programador
2024-10-25 16:25:53.564,Estudiante cursada finalizada (sólo adeudo finales),Civil/Construcciones,UNLP,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,De 1 a 3,No,"Comedor/vianda/plus por comida, Indumentaria",No,No,,,,25.0,Cursos/Capacitaciones,,Constructora Nacional PyME,720000.0,Infraestructura de servicios,Proyectista de infraestructura hidráulica
2024-10-25 16:33:43.903,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Sistemas/Informática,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Comedor/vianda/plus por comida, Indumentaria, Vacaciones adicionales, Flexibilidad horaria",No,No,,,,24.0,Cursos/Capacitaciones,,Empresa Extranjera,2600000.0,"Infraestructura de servicios, Infraestructura tecnológica, Big data, Base de datos, Modelo de análisis",Data
2024-10-25 16:34:05.462,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,30.0,6 a 10 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Comedor/vianda/plus por comida",No,Sí,,,,24.0,Tecnicatura,,Empresa Nacional PyME,2400000.0,"Desarrollo web/aplicaciones, Infraestructura de servicios, Infraestructura tecnológica, Big data, Base de datos",Desarrollador/programador
2024-10-25 16:39:46.519,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Sistemas/Informática,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,45.0,3 a 5 años de experiencia,No,3 o 4 días por semana,"Notebook, Celular, Viáticos",No,No,,,,27.0,Cursos/Capacitaciones,,Empresa Nacional Grande,1700000.0,"Desarrollo web/aplicaciones, Base de datos, Modelo de análisis",Desarrollador/programador
2024-10-25 17:11:49.454,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Sistemas/Informática,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,Más de 10 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Flexibilidad horaria",No,No,,,Saludos,35.0,Cursos/Capacitaciones,,Empresa Nacional PyME,940390.0,"Desarrollo web/aplicaciones, Base de datos",Desarrollador/programador
2024-10-25 17:19:36.764,Graduado/a posgrado en curso,Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,3 a 5 años de experiencia,De 4 a 10,No,"Comedor/vianda/plus por comida, Viáticos, Capacitaciones, Indumentaria",No,No,,,,29.0,Cursos/Capacitaciones,,Estado,1900000.0,Infraestructura portuaria,Planificación o gestión de proyectos
2024-10-25 17:25:37.696,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,14.0,3 a 5 años de experiencia,No,No,Capacitaciones,SADOP,No,,,,26.0,,,Empresa Nacional PyME,630000.0,"Desarrollo web/aplicaciones, Base de datos",Docente
2024-10-25 17:31:19.708,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Sistemas/Informática,UTN,Mujer,Freelance,No,,,,,20.0,1 o 2 años de experiencia,No,,,,,Cobro por hora de trabajo,4500.0,,21.0,Cursos/Capacitaciones,,,360000.0,"Proyectos de software, Modelos de análisis",Desarrollador
2024-10-25 17:39:32.250,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,45.0,3 a 5 años de experiencia,No,3 o 4 días por semana,"Notebook, Día libre de cumpleaños, Bonos por objetivos, Vacaciones adicionales",Bancario,Sí,,,,26.0,,,Empresa Nacional Grande,2100000.0,Servicios,Finanzas
2024-10-25 17:44:19.532,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Sistemas/Informática,UTN,Mujer,Empleado,No,Monotributista,No,"No. Lo pago yo, lo descuento de mi sueldo.",Vacaciones pagas,40.0,3 a 5 años de experiencia,No,"Sí, casi siempre o siempre","Capacitaciones, Flexibilidad horaria",No,Sí,,,,24.0,Cursos/Capacitaciones,,Empresa Extranjera,4500000.0,Desarrollo web/aplicaciones,Desarrollador/programador
2024-10-25 18:22:37.737,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UTN,Hombre,Empleado,No,Monotributista,No,"No. Lo pago yo, lo descuento de mi sueldo.","Días de estudio pagos, Días por enfermedad pagos",7.0,No tengo experiencia o tengo menos de un año de experiencia,No,3 o 4 días por semana,"Comedor/vianda/plus por comida, Flexibilidad horaria",No,Sí,,,,33.0,Cursos/Capacitaciones,,Empresa Nacional PyME,850000.0,Chatbots,Tester
2024-10-25 18:25:08.062,Estudiante cursada finalizada (sólo adeudo finales),Industrial,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,6 a 10 años de experiencia,No,No,Comedor/vianda/plus por comida,No,No,,,,36.0,,,Empresa Nacional PyME,1150000.0,Plastica (envases flexibles),Producción
2024-10-25 18:42:44.338,Estudiante cursada finalizada (sólo adeudo finales),Industrial,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,45.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Celular, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Vacaciones adicionales",No,Sí,,,,26.0,Cursos/Capacitaciones,,Empresa Multinacional,1700000.0,Alimentos y bebidas,Proyectos
2024-10-25 19:15:38.280,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,20.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Día libre de cumpleaños, Comedor/vianda/plus por comida, Flexibilidad horaria",CCT Perfumistas,Sí,,,,24.0,,,Empresa Multinacional,525000.0,Cosmética ,Planificación
2024-10-25 19:47:29.664,Graduado/a posgrado en curso,Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,Más de 10 años de experiencia,No,No,"Notebook, Día libre de cumpleaños, Capacitaciones",No,No,,,,38.0,,,Estado,1600000.0,Infraestructura portuaria,"Inspección de obra, Planificación o gestión de proyectos"
2024-10-25 20:30:43.386,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,No tengo experiencia o tengo menos de un año de experiencia,No,3 o 4 días por semana,"Notebook, Día libre de cumpleaños, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",No,Sí,,,,25.0,,,Empresa Multinacional,1600000.0,Producción de esencias (perfumes) y sabores (alimentos),Manejo de data
2024-10-25 21:30:56.491,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,No,1 o 2 días por semana,"Notebook, Celular, Día libre de cumpleaños, Comedor/vianda/plus por comida, Viáticos, Capacitaciones, Indumentaria, Flexibilidad horaria, 20%",No,Sí,,,,28.0,Tecnicatura,,Empresa Multinacional,1800000.0,Servicios,Proyectos 
2024-10-25 22:27:27.538,Graduado/a posgrado finalizado,Sistemas/Informática,ISPJAE,Mujer,Empleado,Sí,Relación de dependencia registrada,No,,,40.0,Más de 10 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria, Cuponera con descuentos",No,Sí,,,Éxitos ! 😊💰,57.0,Cursos/Capacitaciones,,Empresa Multinacional,2700000.0,"Base de datos, Modelo de análisis",Ingeniero de Datos
2024-10-26 09:44:13.232,Graduado/a posgrado en curso,Industrial,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,No,3 o 4 días por semana,"Notebook, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",No,Sí,,,"Faltan más detalles del puesto específico, tipo de tareas, monto del bono, me pareció muy incompleta en relación a la que ya está en funcionamiento en ing industrial",28.0,,,Empresa Nacional Grande,2800000.0,Servicios,IT
2024-10-26 09:47:45.455,Estudiante cursada finalizada (sólo adeudo finales),Industrial,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,3 a 5 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Celular, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria, Cobro sueldo de manera quincenal y me dan acciones",No,Sí,,,"Se debería preguntar el sueldo bruto, no el neto. Ya que este último puede estar afectado por factores personales",30.0,,,Empresa Extranjera,1800000.0,Tecnología ,Consultoria
2024-10-27 11:51:30.545,Graduado/a posgrado en curso,Civil/Construcciones,UNR,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,53.0,3 a 5 años de experiencia,Más de 10,No,"Notebook, Celular, Comedor/vianda/plus por comida, Viáticos, Indumentaria",No,Sí,,,,27.0,Cursos/Capacitaciones,,Constructora Nacional Grande,3000000.0,Industria energética,Jefe/a de obra o de sector
2024-10-27 13:48:25.494,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",CCT Seguros,Sí,,,,29.0,Cursos/Capacitaciones,,Cooperativa,2080000.0,Desarrollo web/aplicaciones,Desarrollador/programador
2024-10-27 17:17:54.364,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Electrónica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,No,1 o 2 días por semana,"Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Flexibilidad horaria",No,Sí,,,,24.0,,,Empresa Multinacional,1850000.0,Sistemas,
2024-10-27 21:45:17.526,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,38.0,3 a 5 años de experiencia,De 1 a 3,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Bonos por objetivos, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria, Osde 410, viernes flex",No,Sí,,,,27.0,Cursos/Capacitaciones,,Empresa Nacional PyME,3895000.0,"Desarrollo web/aplicaciones, Infraestructura tecnológica",Líder de proyecto/Project Manager
2024-10-28 14:15:36.248,Estudiante cursada finalizada (sólo adeudo finales),Eléctrica,UTN,Hombre,Empleado,No,Monotributista,No,Si,"Vacaciones pagas, Aguinaldo, Días de estudio pagos, Días por enfermedad pagos",50.0,3 a 5 años de experiencia,Más de 10,No,No,No,No,,,,34.0,,,Empresa Nacional PyME,1200000.0,Energía - distribución,Supervisión dirección de obra proyectista 
2024-10-28 14:28:58.581,Graduado/a,Electrónica,UNC y UCC,Hombre,Empleado,No,Relación de dependencia registrada,No,,,50.0,Más de 10 años de experiencia,Más de 10,1 o 2 días por semana,"Notebook, Celular, Bonos por objetivos, Viáticos, Capacitaciones",No,No,,,,53.0,Cursos/Capacitaciones,,Empresa Multinacional,2300000.0,Telecomunicaciones,
2024-10-28 14:31:13.081,Graduado/a,Eléctrica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,9.0,3 a 5 años de experiencia,De 1 a 3,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Comedor/vianda/plus por comida, Capacitaciones, Indumentaria",No,No,,,,30.0,,,Empresa Multinacional,1350000.0,Automotriz,Supervisión/Dirección de obra
2024-10-28 16:29:39.709,Estudiante cursada finalizada (sólo adeudo finales),Eléctrica,UTN,Hombre,Freelance,No,,,,,35.0,6 a 10 años de experiencia,No,,,,,Cobro por trabajo finalizado,6000.0,"En torno a mi experiencia en distintos trabajos, se puede decir que el valor hora en Cordoba para un estudiante de ingeniería eléctrica  va desde los 3500 a 7500 pesos la hora. Obviamente ese es un valor que hay que acordar al momento de la entrevista. En mi caso me gustaría que se establezca un lineamiento o tener una referencia para poder pelear dicho valor en una entrevista real ya que al final es tu palabra contra la del empleador y todos sabemos cómo termina eso. ",31.0,Cursos/Capacitaciones,,,1000000.0,,Mantenimiento
